PRISM Time Series Data,,,
Location:  Lat: 44.4364   Lon: -85.6987   Elev: 909ft,,,
"Climate variables: tmin,tmean,tmax",,,
4/30/2015,34.2,46.4,58.6
5/1/2015,32.1,44.5,56.8
5/2/2015,36.8,54.1,71.3
5/3/2015,43.8,59.6,75.4
5/4/2015,53.1,65.7,78.3
5/5/2015,38.3,54.1,70
5/6/2015,40.9,53.9,66.9
5/7/2015,49.1,62,74.8
5/8/2015,60.2,72.7,85.2
5/9/2015,48.2,65.2,82.1
5/10/2015,45,51.6,58.2
5/11/2015,45.1,49.7,54.4
5/12/2015,44.2,53,61.8
5/13/2015,36.7,42,47.2
5/14/2015,34.1,46.2,58.3
5/15/2015,42.1,54.9,67.7
5/16/2015,47.1,54.5,61.8
5/17/2015,51,63.5,75.9
5/18/2015,62.4,70.7,78.9
5/19/2015,38.8,59.6,80.4
5/20/2015,27.8,34.8,41.8
5/21/2015,33.4,45.5,57.5
5/22/2015,30.8,49.1,67.5
5/23/2015,33.1,46,58.9
5/24/2015,43.5,59.5,75.5
5/25/2015,54.8,65.6,76.4
5/26/2015,59.9,67.7,75.5
5/27/2015,60.2,69.1,77.9
5/28/2015,52.5,60.4,68.4
5/29/2015,56.3,69.4,82.5
5/30/2015,53.4,66.2,79.1
5/31/2015,39,47.5,56
6/1/2015,37,49.6,62.2
6/2/2015,36.8,53,69.2
6/3/2015,42.9,58.1,73.4
6/4/2015,48.9,63,77.2
6/5/2015,52,64,76.1
6/6/2015,42.7,54,65.2
6/7/2015,48.5,60.5,72.5
6/8/2015,54.2,62.9,71.6
6/9/2015,53.2,65.4,77.7
6/10/2015,55.2,65.9,76.6
6/11/2015,49.7,62.5,75.2
6/12/2015,54,61.5,69.1
6/13/2015,50,57.4,64.8
6/14/2015,55.3,60,64.8
6/15/2015,60.9,66.9,72.9
6/16/2015,55.2,67,78.7
6/17/2015,48.6,60.1,71.7
6/18/2015,54.5,66.7,78.8
6/19/2015,43.6,60.7,77.7
6/20/2015,46.4,59.6,72.8
6/21/2015,54.4,65.6,76.9
6/22/2015,53.2,66,78.7
6/23/2015,58.1,67.8,77.6
6/24/2015,49.4,59.6,69.9
6/25/2015,53.4,67.1,80.9
6/26/2015,55.8,66.8,77.9
6/27/2015,51.6,64.3,77.1
6/28/2015,47.1,61.6,76
6/29/2015,48.7,63.8,78.8
6/30/2015,55.2,68.2,81.2
7/1/2015,49.3,60.3,71.4
7/2/2015,42.2,51.1,60
7/3/2015,45.8,60.5,75.3
7/4/2015,51.5,63.9,76.3
7/5/2015,53.3,67.3,81.3
7/6/2015,58,70.8,83.7
7/7/2015,54.6,68.8,83
7/8/2015,43.8,54.5,65.1
7/9/2015,49.8,61.4,72.9
7/10/2015,49.8,63.5,77.2
7/11/2015,52.6,68,83.5
7/12/2015,56.9,70.5,84
7/13/2015,60.5,72.3,84.1
7/14/2015,63.7,71.9,80
7/15/2015,48.1,58.7,69.3
7/16/2015,49,61.8,74.6
7/17/2015,56.7,67.6,78.6
7/18/2015,62.1,70.7,79.3
7/19/2015,65.7,76.2,86.7
7/20/2015,60.1,69.9,79.6
7/21/2015,53.6,68.1,82.6
7/22/2015,50.3,62.9,75.5
7/23/2015,51.5,64.4,77.3
7/24/2015,57.5,70.8,84
7/25/2015,64,74.6,85.2
7/26/2015,55.2,69.4,83.6
7/27/2015,57.2,72.3,87.4
7/28/2015,59.1,75.3,91.5
7/29/2015,64.6,77.7,90.9
7/30/2015,64,75.3,86.6
7/31/2015,59.7,71.6,83.5
8/1/2015,55.5,68.7,81.8
8/2/2015,58.7,69.9,81.1
8/3/2015,56,68.9,81.8
8/4/2015,53.3,64.2,75.2
8/5/2015,49.8,61.1,72.5
8/6/2015,50.8,62.7,74.6
8/7/2015,54.9,66.4,77.9
8/8/2015,59.4,68.2,77
8/9/2015,59.1,65.9,72.6
8/10/2015,63,73.3,83.5
8/11/2015,58.3,68.9,79.6
8/12/2015,53,63.6,74.1
8/13/2015,56.3,66.6,76.9
8/14/2015,64.4,73,81.6
8/15/2015,61.2,75.3,89.4
8/16/2015,62.8,75.9,89
8/17/2015,67.8,77.9,88
8/18/2015,65.2,76.9,88.6
8/19/2015,66.1,72.8,79.5
8/20/2015,59.4,70.2,81
8/21/2015,52.1,59.4,66.7
8/22/2015,55.6,66.5,77.3
8/23/2015,58.9,70.4,81.9
8/24/2015,57.4,64.5,71.6
8/25/2015,52.6,57.4,62.2
8/26/2015,52.8,56.1,59.5
8/27/2015,51.8,56.2,60.5
8/28/2015,51,62.3,73.7
8/29/2015,55.9,65.3,74.7
8/30/2015,54.9,63,71.2
8/31/2015,56.9,67.3,77.6
9/1/2015,59.6,69.5,79.4
9/2/2015,62.3,75.2,88.2
9/3/2015,64.9,76,87
9/4/2015,65.3,69.1,72.9
9/5/2015,64.2,69.5,74.9
9/6/2015,64.8,72.5,80.2
9/7/2015,68.2,78.2,88.3
9/8/2015,67.8,73.9,80
9/9/2015,59.4,65.5,71.6
9/10/2015,53.8,64.2,74.7
9/11/2015,49.5,59,68.6
9/12/2015,42.8,53.3,63.9
9/13/2015,37.8,49.9,62.1
9/14/2015,40.6,54,67.3
9/15/2015,50.9,64,77.1
9/16/2015,56.8,69.7,82.6
9/17/2015,58.2,69.8,81.3
9/18/2015,60.9,71.3,81.7
9/19/2015,53.1,61.7,70.3
9/20/2015,42.6,53.8,65
9/21/2015,42,56.3,70.6
9/22/2015,44.2,58.6,73
9/23/2015,48.3,62.4,76.5
9/24/2015,50.7,63.7,76.6
9/25/2015,53.7,64.2,74.8
9/26/2015,53,65.4,77.7
9/27/2015,54,65.5,76.9
9/28/2015,58.6,64.6,70.6
9/29/2015,57.9,67.4,76.9
9/30/2015,39.3,49.4,59.6
10/1/2015,37.6,48.5,59.4
10/2/2015,37.8,48.4,59
10/3/2015,40.1,50.7,61.2
10/4/2015,43.7,49.1,54.5
10/5/2015,45.4,51.2,57.1
10/6/2015,50.5,54.8,59
10/7/2015,47,55.7,64.4
10/8/2015,35.4,47.8,60.2
10/9/2015,39.4,49.5,59.5
10/10/2015,36.9,47.5,58
10/11/2015,38.9,49.2,59.5
10/12/2015,52.9,62.8,72.7
10/13/2015,47.6,57.7,67.7
10/14/2015,42.5,47.9,53.3
10/15/2015,41.1,48.4,55.6
10/16/2015,37.8,49.2,60.6
10/17/2015,32.2,38.5,44.8
10/18/2015,29.9,37.3,44.8
10/19/2015,30.3,39.4,48.5
10/20/2015,42.7,53.2,63.6
10/21/2015,49.6,55.5,61.4
10/22/2015,41.9,55,68
10/23/2015,31.6,43.6,55.6
10/24/2015,32.7,43.5,54.3
10/25/2015,36,50.4,64.8
10/26/2015,30.4,43,55.6
10/27/2015,34.5,43.9,53.4
10/28/2015,38.6,48.8,59
10/29/2015,34.3,44.7,55.1
10/30/2015,34,40.4,46.7
10/31/2015,34.2,41.9,49.6
11/1/2015,42.5,46,49.5
11/2/2015,40.6,46.4,52.1
11/3/2015,40.1,53.4,66.7
11/4/2015,40.8,55.7,70.6
11/5/2015,43.7,57.1,70.6
11/6/2015,49.4,59.5,69.5
11/7/2015,36.3,42.8,49.3
11/8/2015,26.4,35.4,44.5
11/9/2015,28.1,40.1,52
11/10/2015,26.1,40.3,54.6
11/11/2015,25.9,39.6,53.3
11/12/2015,31.1,44.2,57.2
11/13/2015,34.3,42.3,50.4
11/14/2015,32.7,35.5,38.3
11/15/2015,32.6,40.4,48.2
11/16/2015,32.4,45.8,59.3
11/17/2015,35.7,48.9,62.1
11/18/2015,48.2,54.1,59.9
11/19/2015,44.9,52.5,60.1
11/20/2015,31.8,38.6,45.4
11/21/2015,27.5,32.2,36.9
11/22/2015,21,26.4,31.9
11/23/2015,18.9,24.9,30.9
11/24/2015,24.6,30.1,35.7
11/25/2015,26.9,34.2,41.6
11/26/2015,32.1,42.4,52.8
11/27/2015,34,43.6,53.3
11/28/2015,18.4,26.6,34.8
11/29/2015,15.5,25.1,34.7
11/30/2015,16.1,28.1,40
12/1/2015,22.7,29.4,36.1
12/2/2015,30.9,35.9,40.9
12/3/2015,28.5,34.8,41.1
12/4/2015,31.6,35.5,39.3
12/5/2015,28.5,37.5,46.5
12/6/2015,30,39.5,49.1
12/7/2015,28.7,35.7,42.8
12/8/2015,33.4,36,38.5
12/9/2015,36.2,39.3,42.5
12/10/2015,36.9,40.8,44.7
12/11/2015,41.1,48.9,56.7
12/12/2015,32.2,37.9,43.7
12/13/2015,37.5,40.9,44.2
12/14/2015,42.4,49.8,57.3
12/15/2015,34,45.5,56.9
12/16/2015,33.6,36.1,38.5
12/17/2015,33.6,39.9,46.2
12/18/2015,26.5,30.5,34.6
12/19/2015,20.1,23.6,27.2
12/20/2015,17,21.6,26.3
12/21/2015,23.2,33.9,44.5
12/22/2015,35.3,38.7,42
12/23/2015,35.2,38.9,42.6
12/24/2015,34.9,46.1,57.3
12/25/2015,29.9,34.1,38.3
12/26/2015,24.7,31.6,38.6
12/27/2015,27.6,32.3,36.9
12/28/2015,19.1,26.8,34.4
12/29/2015,19.3,24.1,29
12/30/2015,25.6,28.7,31.8
12/31/2015,26.1,28.7,31.3
1/1/2016,19.6,24.7,29.7
1/2/2016,20,24.1,28.2
1/3/2016,24.7,30.1,35.5
1/4/2016,14.9,22.2,29.4
1/5/2016,-1,9.9,20.9
1/6/2016,9.3,20.1,30.9
1/7/2016,25.3,31.7,38.1
1/8/2016,30.2,34.1,38
1/9/2016,32.8,37.2,41.7
1/10/2016,22.6,29.6,36.7
1/11/2016,8.9,16.3,23.6
1/12/2016,8.3,11.9,15.5
1/13/2016,8.2,14.1,20.1
1/14/2016,8.7,14,19.3
1/15/2016,16.3,24.3,32.3
1/16/2016,21.5,29.6,37.7
1/17/2016,6.4,16.4,26.3
1/18/2016,7.4,11.6,15.8
1/19/2016,5.8,11,16.2
1/20/2016,9.2,15.3,21.3
1/21/2016,4.3,13.4,22.5
1/22/2016,14.4,20.4,26.4
1/23/2016,16.6,23.2,29.9
1/24/2016,16.3,23.6,31
1/25/2016,24.4,26.6,28.8
1/26/2016,25.1,30,34.9
1/27/2016,23.9,28.9,33.9
1/28/2016,23.5,29,34.5
1/29/2016,14.5,24.5,34.4
1/30/2016,14.6,24.4,34.2
1/31/2016,32,36.2,40.5
2/1/2016,29.6,35.1,40.5
2/2/2016,19.8,28.3,36.8
2/3/2016,22.1,28.4,34.8
2/4/2016,23,29.4,35.9
2/5/2016,14.2,21.7,29.1
2/6/2016,16.1,23.3,30.6
2/7/2016,25.3,30,34.7
2/8/2016,26.5,34.4,42.3
2/9/2016,22.4,31.1,39.8
2/10/2016,12.7,18.8,24.9
2/11/2016,8.8,13.1,17.4
2/12/2016,9.4,14.8,20.2
2/13/2016,-1.7,8.4,18.4
2/14/2016,-0.6,6.3,13.2
2/15/2016,6.1,13.5,21
2/16/2016,12.4,19,25.5
2/17/2016,20.1,25.5,30.9
2/18/2016,-3.9,10.5,25
2/19/2016,-1.1,18.4,37.9
2/20/2016,34.7,44.3,54
2/21/2016,30.6,37.7,44.8
2/22/2016,21.7,28.6,35.5
2/23/2016,20.4,26.9,33.4
2/24/2016,21.9,30.3,38.7
2/25/2016,26,30.8,35.7
2/26/2016,20.5,24.9,29.4
2/27/2016,22.2,27.7,33.3
2/28/2016,30,38.9,47.8
2/29/2016,24,37.9,51.8
3/1/2016,13,24.4,35.7
3/2/2016,14.3,17,19.6
3/3/2016,-0.7,12.8,26.4
3/4/2016,3.4,19.1,34.8
3/5/2016,11.2,23.4,35.5
3/6/2016,17.8,28.4,39.1
3/7/2016,26.1,35.1,44.1
3/8/2016,38.7,49.6,60.4
3/9/2016,46.6,56.6,66.5
3/10/2016,34.6,46,57.3
3/11/2016,26.4,34.1,41.8
3/12/2016,28.5,40.1,51.8
3/13/2016,34.5,47.6,60.7
3/14/2016,38.3,46.8,55.4
3/15/2016,32.3,38.8,45.3
3/16/2016,32.7,45.2,57.8
3/17/2016,37.1,41.4,45.8
3/18/2016,29.5,36.5,43.4
3/19/2016,23.8,32.5,41.3
3/20/2016,18.7,30.9,43.1
3/21/2016,19.9,30.5,41.1
3/22/2016,24.5,32.6,40.7
3/23/2016,32,40.6,49.2
3/24/2016,25.9,31.4,36.9
3/25/2016,22.1,27,32
3/26/2016,20.4,31.1,41.7
3/27/2016,24.6,37.5,50.3
3/28/2016,34.7,44.5,54.4
3/29/2016,23.5,33.2,42.9
3/30/2016,25.6,39.2,52.9
3/31/2016,39.1,47.3,55.4
4/1/2016,31.4,40.8,50.2
4/2/2016,26.2,36.7,47.2
4/3/2016,16.6,24,31.4
4/4/2016,20,25.2,30.5
4/5/2016,10,20.4,30.8
4/6/2016,13.9,26.9,40
4/7/2016,29.4,32.7,36
4/8/2016,21.9,26.8,31.7
4/9/2016,19.7,27.6,35.6
4/10/2016,20.6,25.4,30.3
4/11/2016,27.5,33.2,38.9
4/12/2016,30,35,39.9
4/13/2016,27.7,34.7,41.7
4/14/2016,28.5,39.2,50
4/15/2016,33,46.3,59.6
4/16/2016,34,50.5,67
4/17/2016,38,57.1,76.2
4/18/2016,40.9,60.4,79.9
4/19/2016,41.1,60.6,80.1
4/20/2016,39.7,53.2,66.7
4/21/2016,45.1,55.5,66
4/22/2016,40.1,50,59.8
4/23/2016,28.3,40.3,52.3
4/24/2016,31.3,45.8,60.4
4/25/2016,40.4,48,55.5
4/26/2016,36,49,62.1
4/27/2016,27,36.4,45.8
4/28/2016,33.4,46.2,59.1
4/29/2016,38.2,42.6,47.1
4/30/2016,31.2,45.2,59.2
5/1/2016,37.3,47.9,58.6
5/2/2016,31.6,41.4,51.2
5/3/2016,32.1,47,62
5/4/2016,38.4,53,67.7
5/5/2016,37.6,39.8,42
5/6/2016,34.7,49.2,63.7
5/7/2016,44.2,61,77.8
5/8/2016,33.4,46,58.6
5/9/2016,33.4,46.5,59.6
5/10/2016,40,53.4,66.7
5/11/2016,45.6,52.1,58.7
5/12/2016,51,62.8,74.5
5/13/2016,49.3,60.9,72.4
5/14/2016,38.3,49.7,61.1
5/15/2016,30.9,36.8,42.7
5/16/2016,32.1,40.1,48
5/17/2016,33.9,48.4,63
5/18/2016,31,47.5,64.1
5/19/2016,32.8,49.2,65.7
5/20/2016,36.5,55,73.6
5/21/2016,44.4,60.2,76
5/22/2016,43.8,60.2,76.7
5/23/2016,42.7,59.4,76.2
5/24/2016,49.3,66.1,82.9
5/25/2016,51.9,68.9,85.8
5/26/2016,57.5,71.3,85.1
5/27/2016,54.7,68.1,81.6
5/28/2016,60.4,71.8,83.2
5/29/2016,61.2,71.9,82.6
5/30/2016,54.3,66.7,79.1
5/31/2016,49.5,63.9,78.4
6/1/2016,55.4,68.8,82.1
6/2/2016,53.2,61.9,70.5
6/3/2016,47.1,60.1,73.1
6/4/2016,52.7,64.7,76.8
6/5/2016,57.3,68.8,80.4
6/6/2016,51.8,58.5,65.1
6/7/2016,49,60,71.1
6/8/2016,40,46.3,52.7
6/9/2016,41.2,51,60.7
6/10/2016,47.2,61.2,75.2
6/11/2016,56.8,69.6,82.4
6/12/2016,47,66.7,86.5
6/13/2016,45.6,57.4,69.3
6/14/2016,50.8,58.1,65.3
6/15/2016,56.7,64.6,72.5
6/16/2016,55.9,63.1,70.3
6/17/2016,52.3,64.4,76.6
6/18/2016,53.3,70.4,87.5
6/19/2016,57.4,72.8,88.1
6/20/2016,67.7,77.8,87.8
6/21/2016,49.5,66.8,84.1
6/22/2016,49.3,62.2,75.2
6/23/2016,52.6,64.5,76.4
6/24/2016,49.1,63.9,78.8
6/25/2016,51.7,67.8,84
6/26/2016,62.8,75.3,87.7
6/27/2016,62.9,73,83.1
6/28/2016,53.1,65.1,77.1
6/29/2016,42.6,55.7,68.9
6/30/2016,47.7,62.3,76.9
7/1/2016,53.4,67.5,81.6
7/2/2016,48.7,58,67.3
7/3/2016,48.9,63.9,79
7/4/2016,49.1,66.2,83.3
7/5/2016,59,71.4,83.8
7/6/2016,64.1,74.9,85.6
7/7/2016,61.8,74.1,86.3
7/8/2016,61.8,73.7,85.7
7/9/2016,59.7,70.5,81.4
7/10/2016,50.8,63.6,76.4
7/11/2016,58.1,69.3,80.6
7/12/2016,65.9,73.8,81.7
7/13/2016,65.2,78,90.9
7/14/2016,65.8,77.5,89.3
7/15/2016,57.7,67.4,77.2
7/16/2016,45,53.6,62.1
7/17/2016,51,63.8,76.6
7/18/2016,58.9,67.1,75.4
7/19/2016,55.3,67.2,79
7/20/2016,55.2,66.5,77.8
7/21/2016,62,76.6,91.1
7/22/2016,67.8,76.5,85.2
7/23/2016,63.6,77.6,91.5
7/24/2016,67.7,79.1,90.4
7/25/2016,67,74.9,82.8
7/26/2016,57.7,70.7,83.8
7/27/2016,62.8,75.8,88.7
7/28/2016,64.4,76,87.6
7/29/2016,60.4,69.6,78.8
7/30/2016,55.9,66.6,77.2
7/31/2016,58.4,69.3,80.2
8/1/2016,56.2,67.7,79.3
8/2/2016,57.6,70.7,83.9
8/3/2016,60.2,73.5,86.8
8/4/2016,62.3,75.7,89
8/5/2016,67.4,79.2,91
8/6/2016,58.2,70,81.8
8/7/2016,54,67.8,81.7
8/8/2016,50.5,64.8,79.1
8/9/2016,54,69.6,85.1
8/10/2016,60.9,74.9,89
8/11/2016,64.6,77.9,91.1
8/12/2016,68.3,78.3,88.4
8/13/2016,68,70.8,73.7
8/14/2016,61.1,69.4,77.6
8/15/2016,58.3,70.6,82.8
8/16/2016,62.6,72.7,82.7
8/17/2016,63.4,74.3,85.2
8/18/2016,59.2,69.4,79.6
8/19/2016,61.9,74.4,86.9
8/20/2016,64.8,72.3,79.8
8/21/2016,60.3,66.8,73.3
8/22/2016,51.4,60.7,69.9
8/23/2016,54.6,65.3,75.9
8/24/2016,61,70.7,80.5
8/25/2016,63.8,72.3,80.7
8/26/2016,57,68.1,79.3
8/27/2016,55.6,65.6,75.7
8/28/2016,60.3,66.6,72.9
8/29/2016,55.9,67.6,79.3
8/30/2016,59.3,71.6,83.8
8/31/2016,57,70.5,83.9
9/1/2016,55.3,64.8,74.3
9/2/2016,44.5,58.1,71.7
9/3/2016,46,61.2,76.4
9/4/2016,48.7,63.3,77.8
9/5/2016,51.2,66.3,81.3
9/6/2016,61.7,73.5,85.2
9/7/2016,67.5,78.4,89.2
9/8/2016,68.5,73,77.5
9/9/2016,57.2,67.3,77.5
9/10/2016,59,68.6,78.3
9/11/2016,48.7,60.7,72.7
9/12/2016,49.6,60.8,72
9/13/2016,54.7,65.9,77
9/14/2016,53,61.3,69.6
9/15/2016,45.6,58.2,70.8
9/16/2016,47.9,60.6,73.2
9/17/2016,55.4,65.8,76.2
9/18/2016,56.8,66.7,76.6
9/19/2016,53.8,64.1,74.3
9/20/2016,52.8,66.2,79.7
9/21/2016,53.6,66.1,78.6
9/22/2016,58.6,66.2,73.8
9/23/2016,61,67.1,73.2
9/24/2016,46.6,56,65.4
9/25/2016,47.7,58.7,69.8
9/26/2016,51.2,62.4,73.7
9/27/2016,50.9,56.1,61.3
9/28/2016,48.2,51.9,55.6
9/29/2016,49.4,58.2,67.1
9/30/2016,55.8,63.6,71.4
10/1/2016,54.9,59.3,63.8
10/2/2016,55,58.7,62.4
10/3/2016,54.6,58.7,62.9
10/4/2016,53.3,57.9,62.5
10/5/2016,56.2,61.7,67.2
10/6/2016,49.9,62.7,75.5
10/7/2016,51.2,59.7,68.2
10/8/2016,42.4,56.4,70.4
10/9/2016,37.1,42.9,48.6
10/10/2016,34.6,45.4,56.2
10/11/2016,35.9,50.5,65.1
10/12/2016,50.8,59.6,68.4
10/13/2016,39.2,52.6,66.1
10/14/2016,34.4,43.6,52.8
10/15/2016,35.1,47.9,60.7
10/16/2016,48,55.9,63.9
10/17/2016,54,61.4,68.8
10/18/2016,63.6,69.3,75.1
10/19/2016,42.5,56,69.5
10/20/2016,42.5,54.5,66.4
10/21/2016,38.6,46.8,54.9
10/22/2016,37.4,43.4,49.3
10/23/2016,33.9,43.3,52.7
10/24/2016,34.1,47.3,60.5
10/25/2016,33.6,41.8,50.1
10/26/2016,30.5,41.3,52
10/27/2016,32.6,36.6,40.6
10/28/2016,30.8,38.8,46.8
10/29/2016,38.3,50.5,62.8
10/30/2016,43.4,51.7,60.1
10/31/2016,30.2,40.5,50.8
11/1/2016,30.9,44.2,57.5
11/2/2016,41.6,54.7,67.9
11/3/2016,36.9,46.8,56.8
11/4/2016,31.2,43.6,56.1
11/5/2016,31.4,43.7,56
11/6/2016,31.5,48.4,65.4
11/7/2016,32.4,50.2,68
11/8/2016,37.2,51.7,66.2
11/9/2016,32.8,42.6,52.3
11/10/2016,32.4,43.6,54.8
11/11/2016,38.1,49.7,61.4
11/12/2016,23,34,45.1
11/13/2016,27.2,38.3,49.3
11/14/2016,39.3,48.3,57.3
11/15/2016,33,45.6,58.1
11/16/2016,34.8,43.8,52.9
11/17/2016,32,43.3,54.7
11/18/2016,42.2,54.6,67
11/19/2016,33.9,51.5,69.2
11/20/2016,27.1,30.8,34.5
11/21/2016,26.9,28.6,30.4
11/22/2016,20,26.4,32.9
11/23/2016,20.4,29.5,38.5
11/24/2016,30.7,32.7,34.8
11/25/2016,32.8,36.5,40.3
11/26/2016,33.9,36.7,39.6
11/27/2016,31.4,34.9,38.4
11/28/2016,33.5,39.7,45.9
11/29/2016,36.3,42.6,48.8
11/30/2016,36.5,44.9,53.3
12/1/2016,34.2,41.2,48.2
12/2/2016,31.4,35.5,39.7
12/3/2016,31.5,33.9,36.3
12/4/2016,30.5,33.8,37.2
12/5/2016,30.2,32.8,35.5
12/6/2016,29.2,35.1,41
12/7/2016,27.9,34.6,41.2
12/8/2016,23.1,26.4,29.7
12/9/2016,21.7,26.3,30.9
12/10/2016,16.3,21.7,27.2
12/11/2016,16,18.8,21.6
12/12/2016,18.5,23.4,28.4
12/13/2016,20.6,25.7,30.8
12/14/2016,6.8,13.9,20.9
12/15/2016,5.1,10.9,16.8
12/16/2016,4.5,10.2,15.8
12/17/2016,8.1,14.2,20.2
12/18/2016,6.9,14.2,21.5
12/19/2016,3,9.2,15.5
12/20/2016,4.6,14.9,25.2
12/21/2016,21.2,27.6,34
12/22/2016,25.1,30.1,35.1
12/23/2016,26.3,32,37.7
12/24/2016,29.1,34.1,39.2
12/25/2016,30,33.1,36.1
12/26/2016,28.6,33.3,38
12/27/2016,23.3,36.8,50.2
12/28/2016,19.3,21.7,24.1
12/29/2016,18.9,27.9,36.9
12/30/2016,22.7,28.3,33.9
12/31/2016,21.4,25.5,29.6
1/1/2017,20,26,32
1/2/2017,19.2,28.3,37.4
1/3/2017,21.6,31,40.4
1/4/2017,13.8,25.4,37
1/5/2017,7.7,10.9,14.2
1/6/2017,2.9,5.9,8.9
1/7/2017,0.8,7.3,13.9
1/8/2017,6,9,12
1/9/2017,10.8,14.8,18.7
1/10/2017,15.9,21.7,27.5
