PRISM Time Series Data
Location:  Lat: 42.6509   Lon: -86.1067   Elev: 705ft
"Climate variables: tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2015-01-01 - 2025-12-03
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Dec-06
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,tmin (degrees F),tmean (degrees F),tmax (degrees F)
2016-12-12,24.0,29.7,35.4
2016-12-13,20.3,25.5,30.8
2016-12-14,17.1,22.1,27.2
2016-12-15,10.6,16.7,22.8
2016-12-16,11.5,15.1,18.7
2016-12-17,13.8,16.8,19.7
2016-12-18,16.9,21.5,26.1
2016-12-19,11.8,16.1,20.4
2016-12-20,7.6,13.5,19.3
2016-12-21,19.9,26.6,33.3
2016-12-22,26.8,32.2,37.6
2016-12-23,29.3,33.7,38.1
2016-12-24,29.1,33.0,37.0
2016-12-25,34.3,35.9,37.6
2016-12-26,33.5,41.2,49.0
2016-12-27,28.7,40.6,52.4
2016-12-28,25.6,27.7,29.7
2016-12-29,25.8,33.4,41.1
2016-12-30,28.3,32.5,36.7
2016-12-31,27.8,33.6,39.5
2017-01-01,26.3,33.2,40.0
2017-01-02,26.1,32.7,39.4
2017-01-03,28.2,35.3,42.3
2017-01-04,18.8,28.6,38.5
2017-01-05,12.9,16.3,19.7
2017-01-06,8.7,11.3,13.9
2017-01-07,8.0,10.9,13.9
2017-01-08,11.5,13.7,16.0
2017-01-09,12.6,16.8,21.0
2017-01-10,21.2,28.0,34.8
2017-01-11,28.5,37.7,46.8
2017-01-12,27.6,36.1,44.6
2017-01-13,20.7,25.9,31.1
2017-01-14,19.6,21.6,23.6
2017-01-15,16.9,24.0,31.1
2017-01-16,17.2,26.5,35.8
2017-01-17,28.0,33.3,38.7
2017-01-18,35.0,37.6,40.2
2017-01-19,34.2,35.9,37.6
2017-01-20,35.0,37.4,39.8
2017-01-21,35.6,40.3,45.0
2017-01-22,34.9,48.1,61.3
2017-01-23,36.7,40.1,43.6
2017-01-24,35.7,38.4,41.1
2017-01-25,34.4,37.1,39.8
2017-01-26,33.4,37.1,40.8
2017-01-27,31.3,33.4,35.6
2017-01-28,27.3,29.5,31.8
2017-01-29,28.0,29.4,30.7
2017-01-30,19.1,24.0,28.9
2017-01-31,20.1,24.5,28.9
2017-02-01,27.8,31.9,36.0
2017-02-02,19.0,27.3,35.7
2017-02-03,17.5,19.5,21.5
2017-02-04,16.5,20.5,24.6
2017-02-05,20.9,27.4,33.9
2017-02-06,20.7,28.0,35.2
2017-02-07,21.4,33.5,45.6
2017-02-08,29.9,36.9,43.9
2017-02-09,16.9,23.4,29.9
2017-02-10,15.6,20.0,24.5
2017-02-11,20.1,30.1,40.2
2017-02-12,34.4,39.6,44.9
2017-02-13,31.5,36.8,42.2
2017-02-14,31.3,36.3,41.3
2017-02-15,30.2,37.1,43.9
2017-02-16,21.2,25.7,30.3
2017-02-17,19.6,26.8,33.9
2017-02-18,30.1,44.4,58.7
2017-02-19,33.7,44.8,55.9
2017-02-20,31.7,45.4,59.1
2017-02-21,37.8,50.3,62.9
2017-02-22,44.3,50.9,57.5
2017-02-23,46.0,55.2,64.4
2017-02-24,38.1,43.3,48.5
2017-02-25,28.9,38.9,48.8
2017-02-26,22.8,25.9,28.9
2017-02-27,24.2,33.6,43.1
2017-02-28,29.0,39.8,50.7
2017-03-01,43.4,49.8,56.2
2017-03-02,26.6,36.0,45.5
2017-03-03,21.2,26.3,31.4
2017-03-04,18.5,21.9,25.3
2017-03-05,20.8,27.6,34.4
2017-03-06,29.4,41.0,52.7
2017-03-07,50.5,55.1,59.7
2017-03-08,40.5,46.3,52.1
2017-03-09,31.8,39.0,46.1
2017-03-10,25.5,31.8,38.1
2017-03-11,17.8,21.9,25.9
2017-03-12,16.1,20.3,24.5
2017-03-13,18.7,24.7,30.7
2017-03-14,15.6,22.0,28.4
2017-03-15,16.0,21.5,26.9
2017-03-16,19.8,25.6,31.5
2017-03-17,22.8,30.8,38.8
2017-03-18,29.9,33.8,37.7
2017-03-19,33.8,36.5,39.2
2017-03-20,34.6,40.4,46.3
2017-03-21,30.4,42.0,53.5
2017-03-22,20.0,33.4,46.8
2017-03-23,21.8,29.0,36.1
2017-03-24,26.6,39.2,51.8
2017-03-25,40.1,54.5,69.0
2017-03-26,39.7,42.1,44.5
2017-03-27,40.2,47.9,55.5
2017-03-28,39.0,43.4,47.7
2017-03-29,29.5,39.2,48.9
2017-03-30,35.2,44.8,54.3
2017-03-31,36.8,39.2,41.7
2017-04-01,30.9,35.5,40.1
2017-04-02,29.6,39.6,49.7
2017-04-03,35.2,45.4,55.5
2017-04-04,40.0,46.7,53.3
2017-04-05,32.9,40.9,48.9
2017-04-06,36.0,39.4,42.8
2017-04-07,35.2,39.8,44.5
2017-04-08,29.3,38.2,47.2
2017-04-09,39.3,50.5,61.7
2017-04-10,54.5,64.9,75.4
2017-04-11,39.6,55.4,71.2
2017-04-12,38.3,41.6,45.0
2017-04-13,40.4,45.2,50.1
2017-04-14,41.8,46.9,52.0
2017-04-15,45.4,55.6,65.8
2017-04-16,54.7,66.4,78.1
2017-04-17,41.3,53.1,64.9
2017-04-18,43.0,52.9,62.8
2017-04-19,47.8,60.2,72.5
2017-04-20,47.0,53.9,60.7
2017-04-21,41.6,55.2,68.9
2017-04-22,36.4,42.7,49.0
2017-04-23,34.6,47.0,59.4
2017-04-24,40.2,51.9,63.5
2017-04-25,46.8,59.4,72.0
2017-04-26,56.1,65.3,74.5
2017-04-27,58.5,68.6,78.7
2017-04-28,43.0,53.3,63.7
2017-04-29,44.4,50.7,57.0
2017-04-30,41.7,48.3,54.9
2017-05-01,42.4,47.8,53.3
2017-05-02,39.9,49.5,59.2
2017-05-03,35.0,40.1,45.1
2017-05-04,42.3,48.7,55.1
2017-05-05,40.3,45.5,50.8
2017-05-06,39.6,48.4,57.1
2017-05-07,37.1,46.1,55.1
2017-05-08,31.7,40.2,48.7
2017-05-09,34.1,42.2,50.4
2017-05-10,43.8,52.3,60.9
2017-05-11,46.5,57.1,67.7
2017-05-12,44.9,55.0,65.1
2017-05-13,43.4,54.8,66.2
2017-05-14,47.1,57.9,68.8
2017-05-15,47.2,57.5,67.8
2017-05-16,55.3,65.9,76.5
2017-05-17,62.2,71.9,81.6
2017-05-18,61.0,70.9,80.9
2017-05-19,41.4,56.8,72.3
2017-05-20,43.2,48.4,53.6
2017-05-21,50.0,56.0,62.0
2017-05-22,49.4,57.2,65.1
2017-05-23,50.5,58.4,66.3
2017-05-24,55.3,59.7,64.1
2017-05-25,55.9,62.8,69.8
2017-05-26,48.0,56.0,64.0
2017-05-27,50.2,58.8,67.5
2017-05-28,56.0,64.2,72.4
2017-05-29,52.9,63.1,73.3
2017-05-30,50.5,61.2,71.9
2017-05-31,48.7,57.9,67.2
2017-06-01,49.1,57.5,66.0
2017-06-02,50.5,61.2,72.0
2017-06-03,54.9,66.4,77.9
2017-06-04,61.9,70.0,78.1
2017-06-05,57.7,69.6,81.6
2017-06-06,50.2,62.1,73.9
2017-06-07,51.7,63.1,74.4
2017-06-08,51.5,63.1,74.8
2017-06-09,58.4,67.4,76.3
2017-06-10,57.9,67.1,76.3
2017-06-11,69.0,77.0,85.0
2017-06-12,70.9,78.9,87.0
2017-06-13,65.0,76.7,88.3
2017-06-14,65.8,77.1,88.3
2017-06-15,66.4,78.5,90.6
2017-06-16,67.3,73.8,80.3
2017-06-17,66.5,73.6,80.7
2017-06-18,67.9,74.6,81.3
2017-06-19,60.8,67.7,74.6
2017-06-20,59.3,65.9,72.5
2017-06-21,52.4,62.0,71.6
2017-06-22,61.0,68.5,76.1
2017-06-23,66.4,75.2,83.9
2017-06-24,61.6,68.4,75.2
2017-06-25,55.9,63.3,70.7
2017-06-26,56.9,63.1,69.4
2017-06-27,49.9,58.4,67.0
2017-06-28,54.2,62.4,70.6
2017-06-29,62.6,68.8,75.0
2017-06-30,64.8,71.4,78.0
2017-07-01,65.2,71.4,77.5
2017-07-02,60.7,68.4,76.2
2017-07-03,62.2,69.2,76.1
2017-07-04,61.1,70.2,79.3
2017-07-05,61.5,71.5,81.5
2017-07-06,62.9,72.4,82.0
2017-07-07,64.2,73.3,82.4
2017-07-08,59.7,68.9,78.2
2017-07-09,56.0,63.8,71.6
2017-07-10,66.5,72.9,79.4
2017-07-11,64.2,71.5,78.7
2017-07-12,68.8,75.4,82.0
2017-07-13,68.6,74.1,79.6
2017-07-14,64.1,69.9,75.8
2017-07-15,57.4,64.6,71.7
2017-07-16,63.9,69.6,75.3
2017-07-17,58.9,67.6,76.3
2017-07-18,58.2,67.2,76.2
2017-07-19,63.9,71.8,79.8
2017-07-20,68.4,75.4,82.4
2017-07-21,63.0,71.3,79.7
2017-07-22,66.5,74.8,83.1
2017-07-23,66.6,71.6,76.6
2017-07-24,62.5,71.3,80.1
2017-07-25,56.9,66.5,76.1
2017-07-26,61.6,69.7,77.8
2017-07-27,65.8,72.8,79.7
2017-07-28,63.8,73.6,83.5
2017-07-29,54.3,67.7,81.0
2017-07-30,56.4,67.8,79.3
2017-07-31,55.8,67.6,79.4
2017-08-01,58.6,69.8,80.9
2017-08-02,63.1,72.7,82.3
2017-08-03,63.3,73.0,82.6
2017-08-04,61.8,71.8,81.8
2017-08-05,55.6,60.2,64.7
2017-08-06,57.3,65.3,73.3
2017-08-07,60.4,68.0,75.5
2017-08-08,54.6,64.4,74.3
2017-08-09,59.6,68.6,77.5
2017-08-10,59.1,69.7,80.3
2017-08-11,62.1,71.7,81.3
2017-08-12,61.3,68.5,75.6
2017-08-13,53.1,63.2,73.3
2017-08-14,60.6,68.5,76.4
2017-08-15,63.1,71.0,78.9
2017-08-16,60.7,70.1,79.6
2017-08-17,66.1,76.2,86.3
2017-08-18,66.5,73.1,79.7
2017-08-19,60.6,66.3,72.1
2017-08-20,58.7,67.6,76.5
2017-08-21,63.7,73.4,83.1
2017-08-22,69.2,75.1,81.1
2017-08-23,62.9,69.2,75.5
2017-08-24,52.6,61.9,71.1
2017-08-25,47.7,57.7,67.7
2017-08-26,48.1,59.5,70.8
2017-08-27,54.8,64.2,73.6
2017-08-28,59.5,66.3,73.1
2017-08-29,55.8,64.3,72.8
2017-08-30,54.8,65.1,75.3
2017-08-31,59.2,67.7,76.1
2017-09-01,47.3,59.8,72.4
2017-09-02,44.0,57.1,70.3
2017-09-03,49.8,60.2,70.5
2017-09-04,60.2,67.5,74.8
2017-09-05,54.2,65.4,76.5
2017-09-06,45.6,55.7,65.8
2017-09-07,48.0,56.1,64.2
2017-09-08,51.5,57.3,63.1
2017-09-09,45.4,56.7,67.9
2017-09-10,43.4,55.8,68.2
2017-09-11,45.2,56.9,68.7
2017-09-12,46.3,58.4,70.5
2017-09-13,50.0,64.1,78.1
2017-09-14,53.7,63.9,74.1
2017-09-15,55.5,65.0,74.4
2017-09-16,58.1,69.4,80.7
2017-09-17,62.5,72.7,83.0
2017-09-18,54.9,67.8,80.7
2017-09-19,57.5,65.9,74.4
2017-09-20,62.5,69.1,75.7
2017-09-21,65.9,76.1,86.2
2017-09-22,66.8,76.8,86.9
2017-09-23,67.1,78.0,88.9
2017-09-24,63.1,76.4,89.8
2017-09-25,63.7,76.4,89.1
2017-09-26,62.2,74.6,87.0
2017-09-27,63.0,75.0,86.9
2017-09-28,49.6,59.0,68.4
2017-09-29,53.2,60.8,68.4
2017-09-30,40.8,53.4,66.0
2017-10-01,41.2,52.8,64.4
2017-10-02,47.0,58.3,69.6
2017-10-03,56.9,68.1,79.2
2017-10-04,62.8,70.5,78.2
2017-10-05,46.7,58.8,70.9
2017-10-06,46.2,58.5,70.9
2017-10-07,55.3,61.7,68.1
2017-10-08,58.3,68.6,78.9
2017-10-09,50.9,63.6,76.4
2017-10-10,51.7,63.5,75.4
2017-10-11,50.9,58.7,66.5
2017-10-12,51.0,54.2,57.5
2017-10-13,51.5,55.5,59.4
2017-10-14,57.6,62.0,66.5
2017-10-15,58.6,62.5,66.5
2017-10-16,45.3,55.1,65.0
2017-10-17,44.2,51.1,58.0
2017-10-18,48.6,57.3,66.0
2017-10-19,49.4,58.9,68.4
2017-10-20,44.3,54.5,64.6
2017-10-21,50.8,63.3,75.8
2017-10-22,56.1,64.9,73.8
2017-10-23,53.6,63.3,73.1
2017-10-24,48.4,51.2,54.1
2017-10-25,43.9,47.1,50.3
2017-10-26,32.5,41.2,49.9
2017-10-27,34.1,44.9,55.7
2017-10-28,36.4,42.6,48.7
2017-10-29,35.5,39.7,43.9
2017-10-30,35.2,40.4,45.6
2017-10-31,37.0,42.5,47.9
2017-11-01,34.7,37.1,39.6
2017-11-02,35.5,40.8,46.1
2017-11-03,42.3,47.5,52.7
2017-11-04,37.5,43.8,50.1
2017-11-05,38.4,44.5,50.6
2017-11-06,40.1,46.4,52.8
2017-11-07,34.9,40.0,45.1
2017-11-08,26.7,36.8,46.9
2017-11-09,31.5,38.7,45.9
2017-11-10,20.3,32.5,44.7
2017-11-11,20.4,24.5,28.7
2017-11-12,22.5,29.6,36.7
2017-11-13,34.0,36.7,39.4
2017-11-14,32.2,38.4,44.7
2017-11-15,32.8,40.6,48.4
2017-11-16,37.2,42.8,48.5
2017-11-17,30.9,36.0,41.1
2017-11-18,33.8,39.9,46.0
2017-11-19,35.4,39.4,43.4
2017-11-20,30.0,34.3,38.5
2017-11-21,32.4,41.0,49.5
2017-11-22,29.6,38.3,47.0
2017-11-23,29.6,32.8,36.1
2017-11-24,32.3,38.0,43.7
2017-11-25,35.5,47.2,59.0
2017-11-26,24.0,35.1,46.1
2017-11-27,25.4,35.6,45.9
2017-11-28,31.2,42.5,53.8
2017-11-29,37.8,48.1,58.3
2017-11-30,32.3,39.9,47.4
2017-12-01,28.9,38.8,48.6
2017-12-02,28.9,39.1,49.4
2017-12-03,28.3,40.0,51.8
2017-12-04,27.3,40.9,54.4
2017-12-05,39.4,50.3,61.2
2017-12-06,29.9,34.6,39.3
2017-12-07,24.2,29.2,34.2
2017-12-08,24.1,26.2,28.3
2017-12-09,24.5,29.4,34.4
2017-12-10,24.1,27.2,30.4
2017-12-11,25.1,27.9,30.6
2017-12-12,20.3,27.0,33.6
2017-12-13,16.7,19.1,21.5
2017-12-14,5.1,15.6,26.0
2017-12-15,4.3,15.7,27.0
2017-12-16,25.2,30.4,35.6
2017-12-17,22.3,28.8,35.2
2017-12-18,23.6,31.2,38.9
2017-12-19,38.4,40.3,42.2
2017-12-20,29.7,37.0,44.3
2017-12-21,28.3,30.4,32.4
2017-12-22,29.8,32.1,34.5
2017-12-23,31.1,33.7,36.4
2017-12-24,21.1,27.5,33.9
2017-12-25,15.3,19.8,24.4
2017-12-26,8.9,15.3,21.7
2017-12-27,4.3,8.4,12.4
2017-12-28,4.1,8.0,12.0
2017-12-29,5.6,11.5,17.4
2017-12-30,14.6,17.2,19.8
2017-12-31,-6.6,4.2,15.0
2018-01-01,5.0,10.0,15.0
2018-01-02,9.1,13.4,17.6
2018-01-03,2.3,10.6,18.9
2018-01-04,9.8,15.2,20.6
2018-01-05,-1.6,7.5,16.5
2018-01-06,0.6,6.3,11.9
2018-01-07,7.8,11.3,14.9
2018-01-08,14.0,24.3,34.7
2018-01-09,25.1,31.1,37.0
2018-01-10,24.2,29.7,35.1
2018-01-11,33.7,43.2,52.7
2018-01-12,25.4,41.2,56.9
2018-01-13,15.4,20.3,25.2
2018-01-14,14.0,16.2,18.3
2018-01-15,14.0,16.8,19.6
2018-01-16,9.5,15.5,21.4
2018-01-17,4.8,12.1,19.3
2018-01-18,13.6,20.2,26.8
2018-01-19,23.9,28.2,32.6
2018-01-20,29.9,34.1,38.2
2018-01-21,32.5,37.3,42.1
2018-01-22,36.0,38.7,41.5
2018-01-23,33.9,42.1,50.2
2018-01-24,26.5,30.2,33.8
2018-01-25,25.3,27.6,29.9
2018-01-26,28.5,32.9,37.2
2018-01-27,36.1,44.7,53.3
2018-01-28,28.1,37.2,46.3
2018-01-29,25.1,33.1,41.1
2018-01-30,21.6,24.1,26.6
2018-01-31,21.1,26.9,32.7
2018-02-01,32.4,35.7,39.0
2018-02-02,11.7,22.6,33.4
2018-02-03,11.4,17.1,22.8
2018-02-04,20.0,27.1,34.2
2018-02-05,14.3,20.4,26.5
2018-02-06,10.4,14.8,19.2
2018-02-07,13.7,17.6,21.4
2018-02-08,16.3,19.4,22.4
2018-02-09,16.4,18.9,21.3
2018-02-10,18.4,21.1,23.7
2018-02-11,15.5,19.5,23.4
2018-02-12,15.9,20.9,25.9
2018-02-13,6.5,16.4,26.3
2018-02-14,9.4,20.3,31.1
2018-02-15,29.2,37.4,45.6
2018-02-16,28.5,35.9,43.3
2018-02-17,18.2,25.4,32.5
2018-02-18,20.3,27.2,34.0
2018-02-19,28.7,34.5,40.4
2018-02-20,38.7,49.2,59.8
2018-02-21,31.2,47.3,63.5
2018-02-22,28.3,31.0,33.7
2018-02-23,30.7,35.7,40.7
2018-02-24,32.1,38.1,44.1
2018-02-25,32.8,39.5,46.2
2018-02-26,29.2,35.2,41.3
2018-02-27,30.5,39.8,49.1
2018-02-28,37.5,47.9,58.4
2018-03-01,35.9,45.8,55.7
2018-03-02,28.8,34.9,41.0
2018-03-03,24.6,33.0,41.4
2018-03-04,25.0,35.0,45.0
2018-03-05,27.7,36.9,46.1
2018-03-06,28.7,33.8,39.0
2018-03-07,28.8,33.7,38.7
2018-03-08,23.6,27.8,32.0
2018-03-09,26.0,28.5,31.0
2018-03-10,18.5,26.2,33.9
2018-03-11,21.0,29.6,38.1
2018-03-12,23.5,31.7,39.9
2018-03-13,27.9,34.3,40.7
2018-03-14,25.6,29.6,33.6
2018-03-15,26.9,33.2,39.4
2018-03-16,20.2,28.9,37.6
2018-03-17,22.7,30.1,37.5
2018-03-18,24.1,37.3,50.5
2018-03-19,28.5,39.3,50.1
2018-03-20,22.5,35.0,47.4
2018-03-21,24.0,32.6,41.2
2018-03-22,23.4,31.7,39.9
2018-03-23,23.9,32.4,40.9
2018-03-24,23.7,32.9,42.1
2018-03-25,22.4,32.4,42.4
2018-03-26,24.3,34.1,43.8
2018-03-27,29.2,42.1,55.0
2018-03-28,35.6,43.3,51.1
2018-03-29,37.5,44.0,50.5
2018-03-30,30.7,40.3,49.8
2018-03-31,31.0,36.5,42.0
2018-04-01,27.6,37.3,47.1
2018-04-02,19.2,25.6,32.1
2018-04-03,25.4,33.2,40.9
2018-04-04,29.4,33.5,37.5
2018-04-05,26.5,29.0,31.4
2018-04-06,28.4,33.0,37.6
2018-04-07,24.1,30.5,36.9
2018-04-08,18.5,24.2,29.8
2018-04-09,25.6,31.8,37.9
2018-04-10,24.9,32.4,39.9
2018-04-11,33.8,38.5,43.1
2018-04-12,39.1,45.3,51.6
2018-04-13,41.2,51.9,62.5
2018-04-14,37.5,43.3,49.0
2018-04-15,30.1,34.0,38.0
2018-04-16,30.2,33.0,35.7
2018-04-17,28.6,31.4,34.1
2018-04-18,29.1,31.7,34.3
2018-04-19,31.4,37.1,42.7
2018-04-20,27.4,36.4,45.3
2018-04-21,30.0,41.5,53.0
2018-04-22,32.7,43.8,55.0
2018-04-23,39.6,52.3,65.1
2018-04-24,45.5,59.7,74.0
2018-04-25,44.0,53.4,62.8
2018-04-26,32.1,42.3,52.5
2018-04-27,40.7,48.7,56.7
2018-04-28,35.5,42.9,50.3
2018-04-29,28.8,38.0,47.3
2018-04-30,32.3,40.6,48.9
2018-05-01,46.9,59.6,72.3
2018-05-02,64.0,72.6,81.3
2018-05-03,59.2,69.9,80.6
2018-05-04,57.9,63.2,68.6
2018-05-05,49.6,57.8,66.1
2018-05-06,49.3,63.3,77.3
2018-05-07,44.0,56.4,68.7
2018-05-08,50.3,58.8,67.3
2018-05-09,54.4,65.2,75.9
2018-05-10,54.1,66.3,78.6
2018-05-11,44.3,54.2,64.0
2018-05-12,41.5,43.4,45.2
2018-05-13,44.5,49.8,55.1
2018-05-14,49.1,54.7,60.4
2018-05-15,55.5,63.1,70.7
2018-05-16,51.4,60.8,70.2
2018-05-17,49.4,62.2,75.0
2018-05-18,50.8,65.2,79.7
2018-05-19,54.5,65.5,76.6
2018-05-20,50.7,57.6,64.5
2018-05-21,51.0,56.3,61.6
2018-05-22,52.9,56.2,59.4
2018-05-23,45.7,53.7,61.6
2018-05-24,49.9,60.7,71.5
2018-05-25,60.0,70.3,80.6
2018-05-26,65.3,74.5,83.8
2018-05-27,61.0,70.7,80.5
2018-05-28,62.6,76.0,89.5
2018-05-29,66.7,80.4,94.1
2018-05-30,70.9,81.8,92.7
2018-05-31,67.7,77.9,88.1
2018-06-01,64.7,74.1,83.5
2018-06-02,57.4,68.3,79.1
2018-06-03,59.6,66.2,72.9
2018-06-04,56.1,62.5,69.0
2018-06-05,56.9,63.7,70.6
2018-06-06,47.8,56.7,65.6
2018-06-07,55.6,64.1,72.5
2018-06-08,59.0,69.1,79.2
2018-06-09,63.8,72.5,81.3
2018-06-10,60.1,65.6,71.2
2018-06-11,59.3,64.0,68.8
2018-06-12,62.2,70.4,78.6
2018-06-13,63.4,69.9,76.5
2018-06-14,55.3,65.7,76.1
2018-06-15,56.5,68.4,80.3
2018-06-16,66.0,74.9,83.7
2018-06-17,68.9,76.3,83.6
2018-06-18,75.5,83.2,91.0
2018-06-19,68.3,78.7,89.0
2018-06-20,64.1,69.6,75.1
2018-06-21,60.6,66.7,72.8
2018-06-22,59.3,67.4,75.4
2018-06-23,61.1,67.3,73.4
2018-06-24,60.7,66.5,72.2
2018-06-25,59.4,66.7,74.1
2018-06-26,59.9,69.2,78.6
2018-06-27,65.5,72.8,80.2
2018-06-28,59.6,67.2,74.8
2018-06-29,64.1,72.5,80.8
2018-06-30,73.9,82.9,91.8
2018-07-01,73.5,82.7,92.0
2018-07-02,69.9,81.4,92.9
2018-07-03,61.5,69.9,78.2
2018-07-04,71.8,81.8,91.8
2018-07-05,74.3,82.7,91.0
2018-07-06,63.0,74.4,85.9
2018-07-07,53.9,67.1,80.3
2018-07-08,56.0,69.4,82.8
2018-07-09,59.6,70.9,82.2
2018-07-10,70.9,78.1,85.3
2018-07-11,63.0,74.9,86.8
2018-07-12,60.7,72.7,84.7
2018-07-13,67.7,76.2,84.6
2018-07-14,71.9,79.8,87.6
2018-07-15,66.5,73.7,80.9
2018-07-16,69.3,78.2,87.1
2018-07-17,65.7,75.9,86.2
2018-07-18,54.2,66.6,79.0
2018-07-19,55.6,67.2,78.8
2018-07-20,65.9,76.2,86.4
2018-07-21,67.5,76.1,84.8
2018-07-22,67.6,71.3,75.0
2018-07-23,65.3,71.2,77.0
2018-07-24,65.2,70.4,75.5
2018-07-25,63.0,70.8,78.6
2018-07-26,65.6,73.4,81.2
2018-07-27,62.6,69.2,75.8
2018-07-28,55.5,63.7,71.9
2018-07-29,55.7,65.6,75.4
2018-07-30,56.0,67.6,79.2
2018-07-31,58.0,69.5,80.9
2018-08-01,63.8,71.4,79.1
2018-08-02,64.6,73.0,81.5
2018-08-03,61.0,71.6,82.3
2018-08-04,59.5,70.3,81.1
2018-08-05,68.2,80.0,91.7
2018-08-06,70.8,80.5,90.1
2018-08-07,65.0,71.6,78.2
2018-08-08,68.3,74.7,81.0
2018-08-09,64.0,71.7,79.4
2018-08-10,64.1,72.9,81.8
2018-08-11,58.9,71.7,84.4
2018-08-12,63.3,73.6,84.0
2018-08-13,60.8,73.0,85.1
2018-08-14,60.9,72.9,84.8
2018-08-15,66.7,76.0,85.2
2018-08-16,66.1,76.7,87.4
2018-08-17,67.3,75.0,82.6
2018-08-18,63.5,71.2,78.8
2018-08-19,61.6,71.6,81.7
2018-08-20,64.0,73.6,83.2
2018-08-21,67.0,72.9,78.9
2018-08-22,60.2,68.7,77.2
2018-08-23,54.8,65.0,75.2
2018-08-24,56.3,67.3,78.2
2018-08-25,62.4,69.1,75.8
2018-08-26,65.9,71.5,77.0
2018-08-27,70.1,78.8,87.5
2018-08-28,68.0,78.3,88.5
2018-08-29,67.5,77.6,87.6
2018-08-30,52.4,62.9,73.5
2018-08-31,54.4,63.4,72.4
2018-09-01,61.1,71.5,82.0
2018-09-02,68.7,74.8,80.8
2018-09-03,69.7,77.9,86.2
2018-09-04,69.7,75.8,81.9
2018-09-05,72.2,80.2,88.3
2018-09-06,64.9,76.0,87.1
2018-09-07,59.2,65.7,72.2
2018-09-08,56.6,62.9,69.2
2018-09-09,53.5,60.7,67.9
2018-09-10,55.1,62.0,68.9
2018-09-11,52.4,62.1,71.7
2018-09-12,53.3,63.8,74.4
2018-09-13,54.2,66.5,78.8
2018-09-14,54.9,65.9,76.9
2018-09-15,55.8,68.3,80.7
2018-09-16,57.9,70.3,82.7
2018-09-17,62.7,74.8,86.8
2018-09-18,62.4,74.2,86.1
2018-09-19,57.7,66.9,76.1
2018-09-20,59.4,68.2,77.1
2018-09-21,65.4,75.7,86.0
2018-09-22,47.2,61.3,75.3
2018-09-23,43.3,54.1,65.0
2018-09-24,48.8,60.1,71.4
2018-09-25,52.3,63.0,73.7
2018-09-26,56.8,67.3,77.8
2018-09-27,46.4,54.4,62.4
2018-09-28,49.9,57.3,64.7
2018-09-29,43.6,52.3,60.9
2018-09-30,42.9,50.5,58.2
2018-10-01,43.5,48.1,52.7
2018-10-02,49.4,57.2,64.9
2018-10-03,55.9,59.0,62.1
2018-10-04,59.7,71.8,83.9
2018-10-05,45.2,53.0,60.8
2018-10-06,47.1,55.1,63.1
2018-10-07,53.3,60.9,68.6
2018-10-08,52.8,56.2,59.7
2018-10-09,61.4,72.1,82.8
2018-10-10,66.6,75.2,83.8
2018-10-11,49.9,61.5,73.0
2018-10-12,43.7,46.9,50.0
2018-10-13,40.0,43.3,46.5
2018-10-14,39.9,45.7,51.5
2018-10-15,42.7,51.0,59.3
2018-10-16,41.0,43.5,46.0
2018-10-17,43.2,49.4,55.7
2018-10-18,28.8,37.8,46.7
2018-10-19,31.3,42.4,53.5
2018-10-20,43.4,49.5,55.7
2018-10-21,35.2,43.9,52.7
2018-10-22,33.9,40.4,46.8
2018-10-23,36.4,46.3,56.1
2018-10-24,29.1,40.9,52.7
2018-10-25,29.7,39.8,49.8
2018-10-26,31.8,40.3,48.9
2018-10-27,41.8,46.9,51.9
2018-10-28,39.9,44.4,48.8
2018-10-29,42.5,46.2,49.9
2018-10-30,37.1,45.0,52.9
2018-10-31,42.6,51.1,59.7
2018-11-01,45.4,50.1,54.7
2018-11-02,37.7,42.6,47.6
2018-11-03,37.5,42.7,48.0
2018-11-04,38.3,42.8,47.2
2018-11-05,40.2,46.0,51.9
2018-11-06,45.7,48.8,51.9
2018-11-07,37.3,43.9,50.5
2018-11-08,37.7,38.7,39.6
2018-11-09,32.8,36.7,40.6
2018-11-10,24.7,30.5,36.4
2018-11-11,27.6,30.5,33.5
2018-11-12,28.9,34.1,39.4
2018-11-13,30.2,33.8,37.4
2018-11-14,25.8,28.0,30.2
2018-11-15,26.3,30.8,35.3
2018-11-16,27.8,31.8,35.8
2018-11-17,31.6,35.8,39.9
2018-11-18,31.5,33.7,35.9
2018-11-19,27.1,32.3,37.4
2018-11-20,24.8,31.2,37.6
2018-11-21,25.8,30.7,35.6
2018-11-22,23.2,28.4,33.6
2018-11-23,23.2,26.9,30.5
2018-11-24,30.6,40.1,49.6
2018-11-25,40.1,43.3,46.6
2018-11-26,29.0,35.6,42.2
2018-11-27,27.8,30.1,32.5
2018-11-28,25.6,27.7,29.8
2018-11-29,23.7,26.0,28.4
2018-11-30,24.6,27.4,30.2
2018-12-01,26.4,31.5,36.5
2018-12-02,31.2,35.4,39.5
2018-12-03,34.1,40.7,47.3
2018-12-04,29.3,32.2,35.0
2018-12-05,26.0,30.1,34.2
